body,tags
"<p>We have a data set which is comprised of Connectors and Segments.  Each segment has exactly two connectors, but each connector can belong to zero or more segments (i.e. connector 'A' in the left image below has no segments, while connector 'M' has three, M-R, M-L and M-N.)</p>

<blockquote>
  <p>It is understood that wherever any lines meet or intersect, there will be a connector so we don't have to worry about even/odd rules, overlapping or partially-enclosed polygons, etc. as they don't apply.</p>
</blockquote>

<p>In short, we're trying to identify all of the created polygons (the colored shapes in the right image.)  I believe this can be completed in two steps.</p>

<p><a href=""http://i.stack.imgur.com/3AENJ.png"" rel=""nofollow""><img src=""http://i.stack.imgur.com/3AENJ.png"" alt=""Polygons""></a></p>

<p><strong>Part 1: Removing superfluous items</strong></p>

<p>Stand-alone connectors (connector 'A' here) can simply be removed since they can't be part of a shape's outline.</p>

<p>Floating end-points referencing a single segment (connectors 'B' and 'E') can also be removed as they too can't be part of a shape's outline.  This will also remove their referenced segments (B-C and E-D).</p>

<p>Performing the above recursively will next identify 'C' as an endpoint (since 'B' and B-C were already removed) so it and it's remaining segment C-D can also be removed.  On the next recursive pass, connector 'D' and segment D-F will also be removed, etc.</p>

<p>However, I haven't found a good way to identify segment G-H. That said, I think that can be achieved during polygon detection since such segments would only be the result of compound paths and would be traced in both directions during one shape's detection. (More on that below.)</p>

<p><strong>Step 2: Polygon Detection</strong></p>

<p>Each segment can be traced in two directions. For instance, the segment connecting 'O' and 'P' can be either O-P or P-O.  Picking a trace-direction of clockwise, O-P would belong to the polygon O-P-Q-N whereas P-O would belong to the polygon P-O-I.</p>

<p>The following logic assumes a trace-direction of clockwise.</p>

<p>Starting from any segment, when tracing around, if you get back to your starting point, you have identified a potential polygon.  By keeping a running delta of your heading's angle as you trace around (this is how much your heading turns and is not to be confused with simply adding the angles between segments), when done, if that angle is positive, you've detected a valid polygon.  If it's negative, you've detected a 'containing' polygon, meaning one that contains one or more 'valid' polygons.  The outer perimeter of the entire shape (or shapes) are all containing polygons.</p>

<p>Consider the case of a square, diagonally divided into two triangles.  Tracing each segment twice--once in each direction--you will end up with three potentially-valid polygons: a square and two triangles.  The triangles will have a positive angle delta telling you they're valid, but the square's angle delta will be negative telling you that's the containing polygon.</p>

<blockquote>
  <p>Note: A containing polygon can be equal to a valid polygon too. It will just be 'wound' in the opposite direction.</p>
</blockquote>

<p>Consider a simple triangle.  The clockwise trace will yield the valid polygon.  The second attempt to trace clockwise will actually yield a counter-clockwise trace which will give you a negative angle delta, telling you that's actually the outline of the shape.</p>

<blockquote>
  <p>Note: You also have to test for other polygons encountered along the way by also testing each point for any previously-encountered point during that shape detection.  If you find you've revisited the same point, save off the polygon created since the first encounter of that point, check it's angle. If it's positive, it's a valid polygon (and you're actually currently tracing a containing polygon.) If it's negative, you've detected a containing polygon (in which case you're currently tracing a valid polygon.) Finally, remove all segments on your accumulation stack back to the first instance that point was last encountered and continue on with your detection.</p>
</blockquote>

<p>For instance, if you started at 'J' and traced around counter-clockwise, you would go through 'I', 'H', then 'G', then 'F' then you'd be back at 'H'. You just found a polygon H-G-F which has a negative angle so you know it's a containing polygon. Remove those three segments from your stack and continue on.  Now you'll again hit 'I'.  In this case, you already visited that same segment during this pass, but in the other direction, so simply remove that segment completely from your stack and continue on, next to 'O' then 'N', etc. You'll eventually be back at 'J'.</p>

<p>When a segment has been traced in both directions, it can be considered 'used' and no further processing of that segment is needed. Continue processing all non-used segments.  Once all segments have been traced in both directions, you can be sure all polygons--valid and containing--have been found.</p>

<p>Finally, check each containing polygon to see if it falls within any valid polygon. If so, exclude it from that valid polygon creating a compound path.  In the example here, containing polygon H-G-F is contained by the valid cyan polygon so it should be excluded.  Note there is also a valid H-F-G polygon which is marked in red here.</p>

<p>Anyway, that's what I've come up with, but I'm wondering if there's a better/simpler way. Thoughts?</p>
","<graph-theory><algorithms><planar-graph>"
"<p>I'm having trouble making progress on this. I'm trying to use contradiction and I'm really not seeing anything.  Any help would be greatly appreciated!</p>
","<graph-theory>"
"<p>Let G1, G2, G3 be three (possibly overlapping) graphs on the same vertex set, and suppose that G1 can be properly colored with 2 colors, G2 can be properly colored with 3 colors, and G3 can be properly colored with 4 colors. Let G be the graph on the same vertex set, formed by taking the union of the edges appearing in G1, G2, G3. Prove that G can be properly colored with 24 colors.</p>
","<graph-theory>"
"<p>Is it possible to create a graph ( represented in the form of Adjacency Matrix), when the number of nodes and the count of neighbors for each node is given?</p>
","<graph-theory><algorithms><random-graphs>"
"<p>Say I have an image, with pixels that can be either $0$ or $1$. For simplicity, assume it's a $2D$ image (though I'd be interested in a $3D$ solution as well). </p>

<p>A pixel has $8$ neighbors (if that's too complicated, we can drop to $4$-connectedness). Two neighboring pixels with value $1$ are considered to be connected. </p>

<p>If I know the probability $p$ that an individual pixel is $1$, and if I can assume that all pixels are independent, how many groups of at least $k$ connected pixels should I expect to find in an image of size $n\times n$?</p>

<p>What I really need is a good way of calculating the probability of $k$ pixels being connected given the individual pixel probabilities. I have started to write down a tree to cover all the possibilities up to $k=3$, but even then, it becomes really ugly really fast. Is there a more clever way to go about this?</p>
","<probability><graph-theory>"
"<p>I'm looking for a reference rather than an answer. I think I'm just not Googling the right combination of terms. I imagine that there is a class of graphs which is equivalent to some class of languages via some transformation (acceptance?). I'd like to know more about this, but can't seem to find much.</p>
","<graph-theory><formal-languages><automata><regular-language><algebraic-graph-theory>"
"<p>What is the smallest $n$ such that every 2-coloring of edges of $K_n$ contains a red or blue 4-cycle (not $K_4$)? I am given that $R(4,4) \le 18$ and $R(3,5) \le 14$</p>

<p>Any help is greatly appreciated!</p>
","<discrete-mathematics><graph-theory><coloring><ramsey-theory>"
"<p>Proposition. If $G$ is a bipartite graph with at least one edge, then its spectrum is symmetrical with respect to $0$, i.e. if a number $\lambda$ is an eigenvalue of $G$ then $- \lambda$ is also an eigenvalue of $G$.</p>

<p>Proof. Let $G \in B(m,n)$. Then $A(G)$ is an $(m+n) \times (m+n)$ matrix. Suppose that $\lambda$ is an eigenvalue of $G$ and $x=(x_{1},x_{2},...,x_{m+n})$ is a corresponding eigenvector. Consider the vector $y=(y_{1},y_{2},...,y_{m+n})$ where $y_{j}=x_{j}$ if $1 \le j \le m$ and $y_{j}=-x_{j}$ if $m+1 \le j \le m+n$. 
Then </p>

<p>$ \sum_{j=1}^{m+n}a_{ij}y_{j}=\sum_{j=m+1}^{m+n}a_{ij}y_{j}=-\sum_{j=m+1}^{m+n}a_{ij}x_{j}=- \lambda x_{i} = -\lambda y_{i}$, if $1 \le i \le m$, 
and $ \sum_{j=1}^{m+n}a_{ij}y_{j}=\sum_{j=1}^{m}a_{ij}y_{j}=\sum_{j=1}^{m}a_{ij}x_{j}=\lambda x_{i} = - \lambda y_{i}$, if $m+1 \le i \le m+n$.</p>

<p>So $y$ satisfies $A(G)y=- \lambda y$, and $- \lambda$ is an eigenvalue of $G$</p>

<p><strong>My question</strong>: How to proof that laplacian spectrum is symmetric for bipartite graphs. Proof above is the proof in one way: if $G$ is bipartite then condition, but my task is to proof that: if condition then $G$ is bipartite. I would like to get a seed of an idea, how can I do that.</p>
","<graph-theory><graph-laplacian>"
"<p>Let $\binom{n}{2}$ be the set of all subsets of $\{1,2,3, \ldots, n\}$ of size $2$ and let $C_n$ be the set of $E \subseteq C_n$ so that the graph $G$ with vertex set $\{1,2, 3, \ldots, n\}$ and edge set $E$ is connected.  Using generating function methods one can show that $$\sum_{E \in C_n} (-1)^{|E|} = (-1)^{n-1}(n-1)!.$$</p>

<p>For example, if $n=3$ then $$C_n = \{\{12,23\}, \{12, 13\}, \{13, 23\}, \{12, 13, 23\} \}$$ and then $$(-1)^2 + (-1)^2 + (-1)^2 + (-1)^3 = 2!.$$
Is there a more direct proof?  For example, a sign-reversing involution argument.</p>
","<combinatorics><graph-theory>"
"<p>Consider a 'game' played on a subset $S$ of an $n^2$ square grid as follows. There are 3 types of pieces, each occupying a square, 1 green, some red and the rest are blue, a move consists of shuffling the green piece with any of its 4 adjacent pieces (if they are within $S$). $S$ consists of squares, squares not in $S$ are static, $S$ can be any subset of the $n^2$ square.</p>

<p>If two board configurations are reachable from eachother, is it possible to obtain an upper bound on the number of moves needed, given only the board size $n$, is it polynomial in $n$?</p>
","<combinatorics><graph-theory><permutations><combinatorial-game-theory>"
"<p>suppose $P_n$ and $P_m$ are paths with $n$ and $m$ edges respectively.consider $A_n$ and $A_m$ as adjacency matrix of them.now I want to calculate the number of perfect matching of $P_n \square P_m$ (it is cartesian product <a href=""http://en.wikipedia.org/wiki/Cartesian_product_of_graphs"" rel=""nofollow"">http://en.wikipedia.org/wiki/Cartesian_product_of_graphs</a> )</p>

<p>now I consider $A_{m,n}=A_m \otimes I_n + I_m \otimes A_n$ which is adjacency matrix for $P_n \square P_m$. ($\otimes$ is Kronecker product <a href=""http://en.wikipedia.org/wiki/Kronecker_product"" rel=""nofollow"">http://en.wikipedia.org/wiki/Kronecker_product</a>) </p>

<p>now because $P_n \square P_m$ is bipartite graph then the number of perfect matching is equal to $\sqrt{per(A_{m,n})}$.</p>

<p>now I know that if I define $A^{*}_{m,n}=A_m \otimes I_n + iI_m \otimes A_n$ which $i^2=-1$ it is enough to show that $ det(A^{*}_{m,n})=per(A_{m,n})$</p>

<p>my problem is to show this later equation which is so great relation.</p>

<p>please give me the way to prove that,any help will be great,thanks.</p>
","<graph-theory><algebraic-graph-theory>"
"<p>I am wondering if there is any existing algorithm for the following routing problem. </p>

<p>Let's suppose that you are given a directed graph where the edges are labeled with a weight indicating a cost. Each node belongs to a POI (point-of-interest) such as restaurants, grocery stores, etc. Given a set of POIs you have to visit, what is the shortest route from a node X to Y, visiting all the POIs given you?  (e.g., ""I have to go to my office from my house. On the way, I have to visit a grocery store, a department store, and a gas station. What is the shortest route?)</p>

<p>I tried to find if there was any literature on this problem but could not find any. Does anybody know this type of problem and any solution?</p>

<p>Thanks</p>
","<combinatorics><graph-theory>"
"<p>The maximum number of points in a plane such that the distance of any of these points from  a given point in the plane is less than the distance of it from any other point is five.</p>
","<graph-theory><euclidean-geometry>"
"<p>I am trying to find a polynomial time reduction from the colored graph isomorphism to the regular graph isomorphism.
Doing a search on this problem, I found <a href=""http://pages.cs.wisc.edu/~dieter/Papers/3gi.pdf"" rel=""nofollow"">this article</a> and it seems like theorem 1 is the solution I am looking for, however I don't fully understand it.
Could someone please explain how the reduction works?</p>
","<graph-theory><graph-isomorphism>"
"<p>So i asked this question and was given a hint</p>

<p>The degrees would have to be the integers 0,1,…,4k+1: why?</p>

<p>This was my solution to it</p>

<p>Given a simple graph with n = 4k + 2 vertices. Can the vertices of
this graph have distinct degrees?</p>

<p>Since n is isomorphic to its complement, we know that graph have
the same number of edges. Also, if we look at the union of the edges of both
graphs we know we get all possible edges. If n has n vertices, there are $n(n-1)\over 2$ possible edges, so n must have exactly half of them. Therefore,</p>

<p>$|E(n)| = |E(n)| =$$n(n-1)\over4$</p>

<p>Now we can see that since |E(n)| must be an integer, 4 must divide evenly
into n or n − 1. So, we conclude that n = 4k + 1 for some nonnegative
integer k.</p>

<p>From this can i conclude that n is isomorphic to its complement and n = 4k + 1 for some nonnegative integer k, then it has distinct degrees.</p>
","<combinatorics><discrete-mathematics><graph-theory>"
"<p>Let G be a graph of order n. Prove that if deg u + deg v ≥ n - 2 for every pair u, v of nonadjacent vertices of G, then G has at most two components.</p>
","<graph-theory>"
"<p>There is this know formula for determining the automorphism group of a graph $G$: let the connected components of $G$ consist of $n_1$ copies of $G_1$, $\dots$, $n_r$ copies of $G_r$, where $G_1, \dots, G_r$ are pairwise non-isomorphic. Then $${\rm Aut}(G) = ({\rm Aut}(G_1) \wr S_{n_1}) \times \dots \times ({\rm Aut}(G_r) \wr S_{n_r}).$$</p>

<p>I know intuitively what the formula does, but I am not able to prove the formula formally, probably because I don't understand the definition of the wreath product properly.</p>

<p>I would also appreciate if someone would describe the automorphism group of a graph which is a disjoint union of three paths of length one (or any other simple example).</p>

<p>If you are aware of a text or a website, where this is explained, it would be nice if you gave me a link, I wasn't able to find anything.</p>

<p>Thank you for your help!</p>
","<group-theory><graph-theory><algebraic-graph-theory>"
"<p>So i was given this question</p>

<p>Draw the graph whose vertex set is the set of integers from 1 to 7,
and two vertices x and y are adjacent if $|x − y| ≡ 0(mod 2)$. Is the graph simple, count the degree of each vertex, By adding some edges is it possible to transform it into Eulerian one?</p>

<p>What is really throwing me off is the $|x − y| ≡ 0(mod 2)$ part. </p>

<p>In a simple graph the edges form a set and each edge is a unordered pair of distinct vertices. In a simple graph with n vertices, the degree of every vertex is at most n − 1. So since the graph would be adjacent to $|x − y| ≡ 0(mod 2)$ it would be simple because it can evenly divide.</p>
","<combinatorics><discrete-mathematics><graph-theory>"
